activity_id,customer_id,activity_date,activity_type
ACT0000583,CUST006758,2026-07-15,purchase
ACT0000584,CUST001082,2023-05-03,email_open
ACT0000585,CUST006763,26-06-2026,email_open
ACT0000586,CUST005882,11-06-2025,app_open
ACT0000587,CUST002013,17-12-2023,page_view
ACT0000588,CUST003988,15-08-2025,login
ACT0000589,CUST006572,,page_view
ACT0000590,CUST001354,2026-07-09,page_view
ACT0000591,CUST008829,2024-11-27,app_open
ACT0000592,CUST000028,16-02-2024,email_click
ACT0000593,CUST005766,2024-06-12,purchase
ACT0000594,CUST001907,2024-08-30,email_click
ACT0000595,CUST001594,21-08-2023,app_open
ACT0000596,CUST006984,2023-10-15,email_click
ACT0000597,CUST001112,,email_click
ACT0000598,CUST006178,10-01-2025,app_open
ACT0000599,CUST006258,2025-04-23,email_click
ACT0000600,CUST000506,02/27/2025,email_open
ACT0000601,CUST002315,2025-11-20,support_ticket
ACT0000602,CUST009484,2026-06-30,login
ACT0000603,CUST003392,2024-04-12,cart_add
ACT0000604,CUST005271,2023-05-27,app_open
ACT0000605,CUST002080,2024-06-30,support_ticket
ACT0000606,CUST003158,2024-08-14,page_view
ACT0000607,CUST000828,25-06-2024,login
ACT0000608,CUST007775,07/24/2024,email_click
ACT0000609,CUST005290,2023-06-22,app_open
ACT0000610,CUST004635,29-03-2025,purchase
ACT0000611,CUST000403,2024-02-05,purchase
ACT0000612,CUST000172,24-06-2024,support_ticket
ACT0000613,CUST003957,25-08-2025,email_click
ACT0000614,CUST007033,2024-10-03,login
ACT0000615,CUST008108,02-07-2026,login
ACT0000616,CUST006517,11/02/2023,login
ACT0000617,CUST008912,2024-12-12,cart_add
ACT0000618,CUST004382,2025-03-01,cart_add
ACT0000619,CUST004055,11/10/2025,page_view
ACT0000620,CUST002317,11-01-2025,login
ACT0000621,CUST007480,2026-06-06,purchase
ACT0000622,CUST008770,2024-05-23,app_open
ACT0000623,CUST009232,21 Jul 2026,email_open
ACT0000624,CUST002954,2025-01-16,login
ACT0000625,CUST002842,2024-11-14,page_view
ACT0000626,CUST006119,08-01-2026,page_view
ACT0000627,CUST002851,2026-04-02,cart_add
ACT0000628,CUST003962,09/23/2023,support_ticket
ACT0000629,CUST000059,06/04/2023,support_ticket
ACT0000630,CUST004704,05-11-2025,support_ticket
ACT0000631,CUST004041,2024-10-03,email_click
ACT0000632,CUST004869,2026-05-20,email_click
ACT0000633,CUST008936,23-09-2025,app_open
ACT0000634,CUST006666,01/19/2023,email_open
ACT0000635,CUST007413,2024-06-02,login
ACT0000636,CUST002303,2026-06-15,login
ACT0000637,CUST004113,21-08-2023,email_click
ACT0000638,CUST007994,07/21/2025,purchase
ACT0000639,CUST007532,01/04/2024,app_open
ACT0000640,CUST007137,17-01-2023,email_open
ACT0000641,CUST002240,03/22/2025,purchase
ACT0000642,CUST000178,2023-06-09,email_click
ACT0000643,CUST002818,,support_ticket
ACT0000644,CUST007844,2023-06-14,page_view
ACT0000645,CUST001991,2025-10-12,purchase
ACT0000646,CUST006074,2024-07-09,email_open
ACT0000647,CUST003071,07/06/2024,app_open
ACT0000648,CUST008631,31 Mar 2026,email_open
ACT0000649,CUST008724,11/21/2025,app_open
ACT0000650,CUST003195,2023-09-05,cart_add
ACT0000651,CUST002459,,login
ACT0000652,CUST009912,24-04-2026,email_open
ACT0000653,CUST000947,11/14/2023,email_click
ACT0000654,CUST009674,16 Feb 2026,login
ACT0000655,CUST000129,2023-07-12,cart_add
ACT0000656,CUST000415,2023-02-10,purchase
ACT0000657,CUST001233,05/27/2025,cart_add
ACT0000658,CUST009444,10-10-2024,cart_add
ACT0000659,CUST006086,01-05-2025,app_open
ACT0000660,CUST005176,2026-03-30,support_ticket
ACT0000661,CUST005574,10/09/2023,support_ticket
ACT0000662,CUST002415,2024-11-08,support_ticket
ACT0000663,CUST009745,2023-10-31,page_view
ACT0000664,CUST002696,03/19/2024,page_view
ACT0000665,CUST008424,02-02-2024,app_open
ACT0000666,CUST002906,07-05-2024,login
ACT0000667,CUST008365,2026-04-25,support_ticket
ACT0000668,CUST003630,2023-08-29,email_click
ACT0000669,CUST004510,16-03-2025,email_open
ACT0000670,CUST006443,20-04-2026,support_ticket
ACT0000671,CUST007719,2023-12-08,support_ticket
ACT0000672,CUST003735,08-01-2026,login
ACT0000673,CUST000914,07/29/2026,app_open
ACT0000674,CUST008572,07/31/2024,support_ticket
ACT0000675,CUST000492,09/06/2024,login
ACT0000676,CUST008999,2025-08-20,login
ACT0000677,CUST002897,2023-02-14,purchase
ACT0000678,CUST006218,14 Feb 2024,email_click
ACT0000679,CUST005119,14-04-2024,cart_add
ACT0000680,CUST009886,2025-09-22,email_click
ACT0000681,CUST000895,2023-11-13,login
ACT0000682,CUST007616,2024-11-16,support_ticket
ACT0000683,CUST001845,25 Sep 2024,purchase
ACT0000684,CUST006340,2026-02-02,email_open
ACT0000685,CUST008213,2023-02-15,purchase
ACT0000686,CUST006788,09/06/2025,page_view
ACT0000687,CUST006862,2026-07-28,email_open
ACT0000688,CUST004538,2024-07-06,page_view
ACT0000689,CUST008892,2024-12-14,app_open
ACT0000690,CUST006012,16 Feb 2025,email_click
ACT0000691,CUST002324,23 Sep 2023,email_click
ACT0000692,CUST001240,05/16/2023,cart_add
ACT0000693,CUST003016,2023-06-24,email_open
ACT0000694,CUST002522,2023-11-22,support_ticket
ACT0000695,CUST009774,22-05-2026,page_view
ACT0000696,CUST008721,08/03/2023,page_view
ACT0000697,CUST005842,2024-01-11,email_open
ACT0000698,CUST009049,2025-01-17,app_open
ACT0000699,CUST008369,2026-04-25,email_click
ACT0000700,CUST000943,2024-04-09,email_open
ACT0000701,CUST008593,2025-09-27,email_open
ACT0000702,CUST006695,2024-01-14,app_open
ACT0000703,CUST007418,2024-03-12,support_ticket
ACT0000704,CUST001172,05/29/2025,email_open
ACT0000705,CUST009398,11/17/2025,cart_add
ACT0000706,CUST005595,2024-12-12,cart_add
ACT0000707,CUST000331,2024-12-16,support_ticket
ACT0000708,CUST004081,2025-03-25,app_open
ACT0000709,CUST008068,03 Jul 2024,login
ACT0000710,CUST007149,2023-06-13,page_view
ACT0000711,CUST005249,2025-01-15,page_view
ACT0000712,CUST005120,2025-08-05,email_click
ACT0000713,CUST006169,2025-04-05,email_open
ACT0000714,CUST001066,23 Mar 2024,page_view
ACT0000715,CUST009445,03/19/2025,page_view
ACT0000716,CUST008468,,purchase
ACT0000717,CUST002069,2023-07-15,app_open
ACT0000718,CUST007875,17 Jun 2026,email_open
ACT0000719,CUST004400,02/01/2026,page_view
ACT0000720,CUST001988,2025-04-12,email_open
ACT0000721,CUST004345,2024-03-05,login
ACT0000722,CUST002984,2025-04-14,page_view
ACT0000723,CUST004646,2023-04-02,page_view
ACT0000724,CUST009759,2023-02-07,app_open
ACT0000725,CUST004354,2023-05-31,login
ACT0000726,CUST001664,07-09-2024,app_open
ACT0000727,CUST002803,2025-08-02,purchase
ACT0000728,CUST005351,2023-01-13,page_view
ACT0000729,CUST005762,08-06-2026,app_open
ACT0000730,CUST004334,11 Feb 2025,app_open
ACT0000731,CUST009254,2024-05-11,email_click
ACT0000732,CUST003980,2024-06-25,email_open
ACT0000733,CUST003035,30 Mar 2025,email_open
ACT0000734,CUST009163,2026-04-04,app_open
ACT0000735,CUST007336,2023-01-09,purchase
ACT0000736,CUST003535,2026-06-10,email_open
ACT0000737,CUST003335,2024-04-18,email_click
ACT0000738,CUST002176,06/04/2026,email_open
ACT0000739,CUST009832,05/04/2025,purchase
ACT0000740,CUST004090,2024-12-22,email_click
ACT0000741,CUST006439,06/25/2023,email_click
ACT0000742,CUST006221,2024-07-07,purchase
ACT0000743,CUST004408,2025-04-04,app_open
ACT0000744,CUST001752,22-03-2024,purchase
ACT0000745,CUST002487,09/01/2024,support_ticket
ACT0000746,CUST007977,08-01-2026,support_ticket
ACT0000747,CUST004400,2023-10-23,login
ACT0000748,CUST003527,2026-06-23,purchase
ACT0000749,CUST001564,2023-11-26,cart_add
ACT0000750,CUST001887,2025-12-12,page_view
ACT0000751,CUST000608,2025-07-07,purchase
ACT0000752,CUST004827,05/27/2023,purchase
ACT0000753,CUST001806,03-01-2023,support_ticket
ACT0000754,CUST002982,2026-06-17,purchase
ACT0000755,CUST005666,2025-10-24,email_click
ACT0000756,CUST008920,2023-12-09,purchase
ACT0000757,CUST002762,,email_click
ACT0000758,CUST006074,2024-09-13,cart_add
ACT0000759,CUST003937,2023-01-22,support_ticket
ACT0000760,CUST009204,2024-11-26,cart_add
ACT0000761,CUST005811,2024-06-29,support_ticket
ACT0000762,CUST003434,06/12/2023,app_open
ACT0000763,CUST006796,28-12-2023,app_open
ACT0000764,CUST007631,06-01-2024,page_view
ACT0000765,CUST000576,24 May 2024,email_open
ACT0000766,CUST007754,2026-05-09,login
ACT0000767,CUST003180,2025-08-02,cart_add
ACT0000768,CUST000074,2024-01-21,app_open
ACT0000769,CUST007184,02/25/2025,page_view
ACT0000770,CUST003513,04-02-2026,email_open
ACT0000771,CUST007537,2024-07-20,page_view
ACT0000772,CUST000353,20-07-2024,email_click
ACT0000773,CUST008984,2023-03-28,page_view
ACT0000774,CUST002823,2023-05-24,email_open
ACT0000775,CUST000075,20-07-2024,support_ticket
ACT0000776,CUST009730,07/16/2025,page_view
ACT0000777,CUST001624,2024-11-30,page_view
ACT0000778,CUST009907,2025-06-16,purchase
ACT0000779,CUST004065,09-12-2024,cart_add
ACT0000780,CUST005247,11/28/2023,email_click
ACT0000781,CUST000454,04-06-2026,login
ACT0000782,CUST007857,2023-11-10,page_view
ACT0000783,CUST005479,2025-10-24,login
ACT0000784,CUST008978,2026-02-26,cart_add
ACT0000785,CUST006517,2025-08-29,login
ACT0000786,CUST004326,07/11/2024,purchase
ACT0000787,CUST007904,14-10-2024,login
ACT0000788,CUST004498,2024-03-15,app_open
ACT0000789,CUST008266,09-04-2023,email_click
ACT0000790,CUST009134,05-02-2024,cart_add
ACT0000791,CUST007219,2023-10-09,email_open
ACT0000792,CUST000894,04/05/2026,login
ACT0000793,CUST000661,07/25/2026,email_open
ACT0000794,CUST003715,2024-08-05,page_view
ACT0000795,CUST007072,09-01-2023,app_open
ACT0000796,CUST008637,08/29/2025,app_open
ACT0000797,CUST004595,09 Dec 2024,support_ticket
ACT0000798,CUST005422,01/07/2026,cart_add
ACT0000799,CUST006027,2023-10-22,email_click
ACT0000800,CUST007802,29-07-2026,email_click
ACT0000801,CUST007424,2024-03-05,support_ticket
ACT0000802,CUST001644,2023-07-10,email_click
ACT0000803,CUST004299,2025-01-17,cart_add
ACT0000804,CUST001833,2026-03-25,app_open
ACT0000805,CUST000563,2025-10-30,email_click
ACT0000806,CUST003152,2026-05-22,login
ACT0000807,CUST006964,10/17/2023,purchase
ACT0000808,CUST003387,,email_click
ACT0000809,CUST004104,2023-08-21,app_open
ACT0000810,CUST005292,12-07-2023,email_click
ACT0000811,CUST003598,25-05-2023,support_ticket
ACT0000812,CUST009757,08/30/2023,cart_add
ACT0000813,CUST006098,2023-11-26,email_click
ACT0000814,CUST009344,2024-05-23,app_open
ACT0000815,CUST009196,01-03-2024,cart_add
ACT0000816,CUST009552,2024-08-16,cart_add
ACT0000817,CUST004572,2026-05-13,email_open
ACT0000818,CUST008635,,login
ACT0000819,CUST009387,23 Jan 2026,app_open
ACT0000820,CUST003604,2023-01-15,page_view
ACT0000821,CUST008751,2023-07-24,app_open
ACT0000822,CUST008051,09-02-2023,page_view
ACT0000823,CUST005651,01/14/2025,login
ACT0000824,CUST003792,02-11-2025,page_view
ACT0000825,CUST003333,16-09-2024,cart_add
ACT0000826,CUST004829,2024-06-12,email_open
ACT0000827,CUST007020,01/11/2025,email_click
ACT0000828,CUST003214,2024-01-28,app_open
ACT0000829,CUST003729,2025-09-05,page_view
ACT0000830,CUST001351,2024-01-19,support_ticket
ACT0000831,CUST005942,10-01-2025,email_open
ACT0000832,CUST001619,2025-01-11,app_open
ACT0000833,CUST005804,2025-06-15,cart_add
ACT0000834,CUST002542,28-04-2026,purchase
ACT0000835,CUST002609,10/31/2023,page_view
ACT0000836,CUST006491,2024-07-17,page_view
ACT0000837,CUST000034,2026-03-05,support_ticket
ACT0000838,CUST002517,2023-08-03,login
ACT0000839,CUST002536,17-07-2026,support_ticket
ACT0000840,CUST001631,21-10-2025,cart_add
ACT0000841,CUST003126,2025-10-11,email_open
ACT0000842,CUST004435,2025-01-25,app_open
ACT0000843,CUST005487,16-12-2025,app_open
ACT0000844,CUST008749,2025-01-26,email_open
ACT0000845,CUST004279,2023-11-01,email_click
ACT0000846,CUST006854,2024-03-03,email_click
ACT0000847,CUST005624,01/19/2026,login
ACT0000848,CUST008026,2024-07-22,login
ACT0000849,CUST004189,12 Aug 2024,page_view
ACT0000850,CUST009551,27 Jan 2026,email_open
ACT0000851,CUST007589,10 Dec 2025,login
ACT0000852,CUST003151,2023-09-02,page_view
ACT0000853,CUST004192,2023-10-03,email_open
ACT0000854,CUST007497,,support_ticket
ACT0000855,CUST004593,24-05-2023,email_click
ACT0000856,CUST000121,01/28/2026,email_open
ACT0000857,CUST009205,04/20/2024,purchase
ACT0000858,CUST007676,08-01-2023,email_click
ACT0000859,CUST005079,2024-03-02,email_click
ACT0000860,CUST001171,2024-05-01,cart_add
ACT0000861,CUST002208,2023-05-07,purchase
ACT0000862,CUST003771,01/20/2026,app_open
ACT0000863,CUST001446,24 Feb 2025,email_open
ACT0000864,CUST004515,2025-12-23,email_click
ACT0000865,CUST006988,2023-12-06,page_view
ACT0000866,CUST006614,2024-03-20,email_click
ACT0000867,CUST006246,2025-08-01,support_ticket
ACT0000868,CUST008096,2025-06-25,email_open
ACT0000869,CUST009022,2023-03-09,email_open
ACT0000870,CUST009467,05/11/2025,login
ACT0000871,CUST002860,2024-03-13,cart_add
ACT0000872,CUST008133,2025-03-12,email_click
ACT0000873,CUST005140,12-03-2026,page_view
ACT0000874,CUST006590,2025-07-12,support_ticket
ACT0000875,CUST001335,2026-03-18,cart_add
ACT0000876,CUST002799,,email_open
ACT0000877,CUST005908,2023-11-08,email_click
ACT0000878,CUST007242,09/25/2023,cart_add
ACT0000879,CUST004523,2023-09-09,app_open
ACT0000880,CUST002320,10 Jan 2024,purchase
ACT0000881,CUST008021,15-06-2025,page_view
ACT0000882,CUST002223,2025-10-10,app_open
ACT0000883,CUST000795,2025-01-02,page_view
ACT0000884,CUST002743,09-04-2023,app_open
ACT0000885,CUST000710,2024-04-14,email_open
ACT0000886,CUST005777,13-07-2023,app_open
ACT0000887,CUST009695,02/11/2024,support_ticket
ACT0000888,CUST001536,2025-01-18,login
ACT0000889,CUST004965,2026-05-20,login
ACT0000890,CUST004885,2026-02-16,email_click
ACT0000891,CUST001113,11-02-2025,email_open
ACT0000892,CUST009273,2024-05-26,purchase
ACT0000893,CUST008102,2026-02-20,support_ticket
ACT0000894,CUST000088,2024-12-23,login
ACT0000895,CUST000888,,app_open
ACT0000896,CUST004744,15-12-2023,purchase
ACT0000897,CUST000746,30-11-2024,purchase
ACT0000898,CUST005081,2023-10-02,cart_add
ACT0000899,CUST004046,2024-01-04,email_click
ACT0000900,CUST006649,03/19/2026,page_view
ACT0000901,CUST004243,2025-03-28,cart_add
ACT0000902,CUST007454,2026-01-07,support_ticket
ACT0000903,CUST003686,2026-02-11,email_open
ACT0000904,CUST007867,11-02-2024,purchase
ACT0000905,CUST004409,12 Jul 2023,support_ticket
ACT0000906,CUST009155,2025-11-01,cart_add
ACT0000907,CUST002409,06/01/2023,login
ACT0000908,CUST001316,14 Jul 2026,purchase
ACT0000909,CUST003184,2026-02-19,app_open
ACT0000910,CUST002654,2024-10-03,app_open
ACT0000911,CUST000994,2024-08-07,cart_add
ACT0000912,CUST005258,14 Apr 2024,email_open
ACT0000913,CUST009918,2024-01-30,cart_add
ACT0000914,CUST004765,19-04-2024,page_view
ACT0000915,CUST007502,06/11/2023,email_open
ACT0000916,CUST002043,13-02-2023,email_open
ACT0000917,CUST001429,2024-03-30,cart_add
ACT0000918,CUST001304,05/28/2024,cart_add
ACT0000919,CUST004088,2023-01-04,app_open
ACT0000920,CUST000660,2023-02-14,email_click
ACT0000921,CUST007590,2024-01-09,support_ticket
ACT0000922,CUST007491,06/13/2023,purchase
ACT0000923,CUST006105,2026-03-18,cart_add
ACT0000924,CUST008738,2024-07-16,support_ticket
ACT0000925,CUST005521,24 Oct 2024,email_open
ACT0000926,CUST008599,2025-06-07,login
ACT0000927,CUST000373,2025-12-11,login
ACT0000928,CUST006519,2025-06-14,purchase
ACT0000929,CUST004629,,email_open
ACT0000930,CUST003783,04 Dec 2025,purchase
ACT0000931,CUST000107,2025-10-26,email_click
ACT0000932,CUST008904,24-05-2025,app_open
ACT0000933,CUST008220,2025-12-14,purchase
ACT0000934,CUST003674,2023-08-21,support_ticket
ACT0000935,CUST003410,2026-03-03,support_ticket
ACT0000936,CUST005672,02 Mar 2025,login
ACT0000937,CUST002166,02-11-2024,login
ACT0000938,CUST006415,28-12-2023,support_ticket
ACT0000939,CUST005280,2025-02-21,cart_add
ACT0000940,CUST008232,29-04-2024,page_view
ACT0000941,CUST002300,11/16/2023,email_click
ACT0000942,CUST009215,04 Aug 2023,app_open
ACT0000943,CUST002154,2024-01-02,email_open
ACT0000944,CUST002415,12-07-2023,support_ticket
ACT0000945,CUST001945,12-10-2023,support_ticket
ACT0000946,CUST009356,05/03/2026,purchase
ACT0000947,CUST006630,2023-06-30,app_open
ACT0000948,CUST002984,2025-12-25,page_view
ACT0000949,CUST003938,2025-10-31,app_open
ACT0000950,CUST003722,2024-06-12,email_click
ACT0000951,CUST003629,2023-06-04,purchase
ACT0000952,CUST006257,2025-11-02,page_view
ACT0000953,CUST001066,29-11-2023,page_view
ACT0000954,CUST006407,16-05-2024,support_ticket
ACT0000955,CUST005486,2023-04-17,support_ticket
ACT0000956,CUST004852,02-07-2026,login
ACT0000957,CUST000207,2023-09-15,login
ACT0000958,CUST001517,05-10-2025,login
ACT0000959,CUST000721,07-02-2024,page_view
ACT0000960,CUST008507,2024-01-25,cart_add
ACT0000961,CUST007214,07-04-2023,page_view
ACT0000962,CUST005220,2024-11-13,page_view
ACT0000963,CUST006034,2023-01-06,email_open
ACT0000964,CUST006185,08/24/2023,cart_add
ACT0000965,CUST004372,2025-06-30,login
ACT0000966,CUST004631,2025-04-05,email_click
ACT0000967,CUST007090,2023-07-09,login
ACT0000968,CUST007998,2025-06-30,app_open
ACT0000969,CUST008526,05 Jan 2025,login
ACT0000970,CUST007128,08-03-2025,cart_add
ACT0000971,CUST002512,2024-03-23,page_view
ACT0000972,CUST002499,2025-01-28,email_click
ACT0000973,CUST005210,2023-11-30,app_open
ACT0000974,CUST008843,02-08-2023,cart_add
ACT0000975,CUST002593,2026-02-06,support_ticket
ACT0000976,CUST009470,10/25/2024,support_ticket
ACT0000977,CUST004252,05 May 2024,purchase
ACT0000978,CUST009286,,cart_add
ACT0000979,CUST009462,2026-01-02,purchase
ACT0000980,CUST004908,2025-10-23,login
ACT0000981,CUST009319,2026-07-15,support_ticket
ACT0000982,CUST006552,2025-06-06,login
ACT0000983,CUST000231,2024-12-31,support_ticket
ACT0000984,CUST002433,2023-07-05,support_ticket
ACT0000985,CUST009180,2024-07-15,email_open
ACT0000986,CUST002508,2026-05-03,login
ACT0000987,CUST008950,31-01-2026,support_ticket
ACT0000988,CUST000652,05/30/2023,email_open
ACT0000989,CUST006972,06-06-2023,app_open
ACT0000990,CUST002582,2023-07-16,page_view
ACT0000991,CUST006964,2024-11-26,cart_add
ACT0000992,CUST009960,09/15/2025,purchase
ACT0000993,CUST008499,2024-06-02,page_view
ACT0000994,CUST004735,2023-09-28,email_open
ACT0000995,CUST007473,04/18/2025,page_view
ACT0000996,CUST001833,2025-12-26,email_open
ACT0000997,CUST008509,,app_open
ACT0000998,CUST004023,12-06-2023,support_ticket
ACT0000999,CUST003165,2023-08-26,login
ACT0001000,CUST000049,2023-01-21,support_ticket
ACT0001001,CUST007054,2026-04-21,cart_add
ACT0001002,CUST005157,27-03-2025,app_open
ACT0001003,CUST009621,2025-06-07,support_ticket
ACT0001004,CUST000764,02/12/2024,email_open
ACT0001005,CUST002962,20-06-2024,app_open
ACT0001006,CUST002597,05/19/2023,cart_add
ACT0001007,CUST008532,2023-01-30,login
ACT0001008,CUST005501,2025-02-24,email_open
ACT0001009,CUST005369,2024-05-13,login
ACT0001010,CUST004363,23-04-2026,app_open
ACT0001011,CUST006878,2023-05-09,login
ACT0001012,CUST000273,2023-03-28,purchase
ACT0001013,CUST005740,06-03-2023,email_open
ACT0001014,CUST005091,16 Jan 2025,app_open
ACT0001015,CUST005138,2026-04-12,email_open
ACT0001016,CUST002583,2023-08-26,email_click
ACT0001017,CUST000609,12 Jul 2024,cart_add
ACT0001018,CUST007875,2023-03-03,login
ACT0001019,CUST004853,09-07-2026,page_view
ACT0001020,CUST005267,2025-04-21,cart_add
ACT0001021,CUST009155,23-03-2026,page_view
ACT0001022,CUST003179,2025-11-16,support_ticket
ACT0001023,CUST009998,23-10-2024,support_ticket
ACT0001024,CUST005409,2024-03-23,cart_add
ACT0001025,CUST002612,22-01-2025,login
ACT0001026,CUST003348,2023-07-22,email_open
ACT0001027,CUST003898,2026-03-18,email_click
ACT0001028,CUST002231,2024-09-07,email_click
ACT0001029,CUST005925,2024-08-04,support_ticket
ACT0001030,CUST007456,2023-02-03,cart_add
ACT0001031,CUST009029,30-05-2025,cart_add
ACT0001032,CUST001409,01/07/2025,email_open
ACT0001033,CUST008742,14-02-2023,purchase
ACT0001034,CUST002343,02/27/2026,cart_add
ACT0001035,CUST007097,08/31/2024,support_ticket
ACT0001036,CUST003241,2023-01-28,support_ticket
ACT0001037,CUST002962,2025-02-13,cart_add
ACT0001038,CUST000237,2026-05-23,purchase
ACT0001039,CUST004275,10-10-2024,email_open
ACT0001040,CUST001230,2024-01-07,email_open
ACT0001041,CUST008947,,support_ticket
ACT0001042,CUST006422,2024-11-10,page_view
ACT0001043,CUST002201,2023-01-06,page_view
ACT0001044,CUST008453,29-04-2024,cart_add
ACT0001045,CUST008766,2023-11-24,purchase
ACT0001046,CUST003927,2026-04-10,email_click
ACT0001047,CUST004943,2025-02-17,support_ticket
ACT0001048,CUST009698,02/21/2023,page_view
ACT0001049,CUST004311,02/20/2023,purchase
ACT0001050,CUST000275,07/15/2024,email_open
