conversion_id,customer_id,campaign_id,conversion_date,conversion_stage
CONV000462,CUST007667,CAMP0150,2024-06-25,Lead
CONV000463,CUST008269,CAMP0164,11/29/2023,SQL
CONV000464,CUST006825,CAMP0192,2025-06-14,Customer
CONV000465,CUST000643,CAMP0159,14-04-2023,Lead
CONV000466,CUST006787,CAMP0131,2025-10-04,Opportunity
CONV000467,CUST000716,CAMP0055,2026-03-03,SQL
CONV000468,CUST002156,CAMP0060,03/08/2023,Lead
CONV000469,CUST004317,CAMP0074,04-02-2026,SQL
CONV000470,CUST004846,CAMP0106,2025-08-01,SQL
CONV000471,CUST001446,CAMP0174,2026-05-02,Lead
CONV000472,CUST003985,CAMP0208,2026-05-30,Lead
CONV000473,CUST000890,CAMP0104,2026-02-16,SQL
CONV000474,CUST006622,CAMP0047,2025-05-14,Lead
CONV000475,CUST002369,CAMP0011,06-03-2023,SQL
CONV000476,CUST007748,CAMP0062,23-09-2023,Opportunity
CONV000477,CUST009083,CAMP0077,2024-11-26,SQL
CONV000478,CUST006479,CAMP0077,25-12-2024,Opportunity
CONV000479,CUST003770,CAMP0203,31 Dec 2023,MQL
CONV000480,CUST007128,CAMP0162,2026-06-09,SQL
CONV000481,CUST005692,CAMP0172,2023-07-14,SQL
CONV000482,CUST004493,CAMP0090,05/30/2024,MQL
CONV000483,CUST009125,CAMP0200,10/11/2023,Customer
CONV000484,CUST002797,CAMP0050,14-06-2023,SQL
CONV000485,CUST003173,CAMP0083,,SQL
CONV000486,CUST008810,CAMP0039,2025-11-21,MQL
CONV000487,CUST003477,CAMP0187,2023-03-13,Opportunity
CONV000488,CUST008974,CAMP0219,2023-08-28,Opportunity
CONV000489,CUST002467,CAMP0115,2023-05-30,SQL
CONV000490,CUST002554,CAMP0177,03/17/2023,Lead
CONV000491,CUST007404,CAMP0185,2023-05-22,Lead
CONV000492,CUST005399,CAMP0188,2023-11-05,Opportunity
CONV000493,CUST004046,CAMP0178,2023-12-29,SQL
CONV000494,CUST008891,CAMP0130,11/14/2024,MQL
CONV000495,CUST004133,CAMP0134,12/27/2024,MQL
CONV000496,CUST005210,CAMP0102,2026-06-19,SQL
CONV000497,CUST007851,CAMP0074,2023-10-12,Lead
CONV000498,CUST002309,CAMP0135,14 Aug 2025,SQL
CONV000499,CUST002741,CAMP0026,2026-05-13,Lead
CONV000500,CUST008272,CAMP0169,08-06-2023,Lead
CONV000501,CUST004450,CAMP0034,02-11-2025,Opportunity
CONV000502,CUST006161,CAMP0072,07/09/2024,SQL
CONV000503,CUST008793,CAMP0118,2023-01-03,Lead
CONV000504,CUST003471,CAMP0195,2023-08-14,Customer
CONV000505,CUST003162,CAMP0097,,Lead
CONV000506,CUST006974,CAMP0017,19-07-2026,SQL
CONV000507,CUST006173,CAMP0019,2026-02-23,Customer
CONV000508,CUST003058,CAMP0046,2023-01-25,MQL
CONV000509,CUST002242,CAMP0208,2024-12-28,Customer
CONV000510,CUST003380,CAMP0116,23-03-2023,SQL
CONV000511,CUST005784,CAMP0094,2024-09-12,MQL
CONV000512,CUST005390,CAMP0153,12/28/2024,SQL
CONV000513,CUST007513,CAMP0146,08-05-2023,MQL
CONV000514,CUST000416,CAMP0096,2024-02-22,Lead
CONV000515,CUST003771,CAMP0002,2023-11-22,Customer
CONV000516,CUST006090,CAMP0141,03/16/2025,Opportunity
CONV000517,CUST007770,CAMP0108,2025-02-24,SQL
CONV000518,CUST009511,CAMP0080,2024-08-03,Opportunity
CONV000519,CUST006642,CAMP0178,2024-03-01,Customer
CONV000520,CUST000600,CAMP0060,2026-02-20,Opportunity
CONV000521,CUST008403,CAMP0146,2025-10-16,SQL
CONV000522,CUST006413,CAMP0159,2025-05-25,Lead
CONV000523,CUST005104,CAMP0124,2024-12-30,MQL
CONV000524,CUST000732,CAMP0079,2024-03-17,Opportunity
CONV000525,CUST000374,CAMP0037,2024-04-28,Opportunity
CONV000526,CUST001926,CAMP0191,2025-05-01,Opportunity
CONV000527,CUST006594,CAMP0138,2026-07-12,MQL
CONV000528,CUST000725,CAMP0002,04/19/2026,Customer
CONV000529,CUST008853,CAMP0055,2023-09-21,SQL
CONV000530,CUST005229,CAMP0059,2023-07-29,MQL
CONV000531,CUST008162,CAMP0207,2025-05-14,Customer
CONV000532,CUST003665,CAMP0037,2025-05-09,Opportunity
CONV000533,CUST007380,CAMP0078,2024-02-25,SQL
CONV000534,CUST007113,CAMP0124,2026-06-27,Lead
CONV000535,CUST007434,CAMP0151,2024-04-26,SQL
CONV000536,CUST007199,CAMP0145,2023-05-23,Lead
CONV000537,CUST008200,CAMP0162,2025-02-17,SQL
CONV000538,CUST006472,CAMP0076,2023-02-28,Customer
CONV000539,CUST005709,CAMP0161,10 Jan 2024,Lead
CONV000540,CUST003961,CAMP0028,2025-05-21,Customer
CONV000541,CUST008242,CAMP0114,18-10-2023,Opportunity
CONV000542,CUST000504,CAMP0046,2023-05-04,SQL
CONV000543,CUST008090,CAMP0194,21-03-2024,Opportunity
CONV000544,CUST005416,CAMP0023,2026-03-09,Opportunity
CONV000545,CUST008161,CAMP0208,25-08-2023,Lead
CONV000546,CUST008039,CAMP0211,,Opportunity
CONV000547,CUST009512,CAMP0119,2026-03-27,Opportunity
CONV000548,CUST006395,CAMP0019,21 Sep 2024,SQL
CONV000549,CUST000398,CAMP0208,2026-07-19,Opportunity
CONV000550,CUST001919,CAMP0131,2024-01-14,Customer
CONV000551,CUST005664,CAMP0177,2025-03-12,Opportunity
CONV000552,CUST000211,CAMP0135,07-03-2026,Customer
CONV000553,CUST000308,CAMP0162,2023-11-18,MQL
CONV000554,CUST007474,CAMP0113,2023-08-12,Customer
CONV000555,CUST003299,CAMP0189,2026-01-18,MQL
CONV000556,CUST000809,CAMP0162,07 Jul 2023,
CONV000557,CUST002621,CAMP0168,2024-07-01,Lead
CONV000558,CUST008218,CAMP0080,2026-06-11,MQL
CONV000559,CUST008967,CAMP0088,25-09-2025,Customer
CONV000560,CUST002077,CAMP0195,01/22/2024,Opportunity
CONV000561,CUST004891,CAMP0195,10-07-2025,MQL
CONV000562,CUST008755,CAMP0193,2023-04-04,MQL
CONV000563,CUST001662,CAMP0057,30-03-2025,Lead
CONV000564,CUST006166,CAMP0136,2024-12-27,Customer
CONV000565,CUST000814,CAMP0193,2024-08-26,Lead
CONV000566,CUST007340,CAMP0117,2023-06-19,SQL
CONV000567,CUST000072,CAMP0080,2025-10-28,MQL
CONV000568,CUST008114,CAMP0133,2023-02-15,MQL
CONV000569,CUST002739,CAMP0176,2025-01-26,Customer
CONV000570,CUST001123,CAMP0084,18 Apr 2024,Lead
CONV000571,CUST009525,CAMP0212,2023-02-05,Lead
CONV000572,CUST000228,CAMP0176,2025-08-07,SQL
CONV000573,CUST008512,CAMP0208,2025-04-12,Customer
CONV000574,CUST007008,CAMP0044,2024-11-30,Lead
CONV000575,CUST004849,CAMP0193,2025-03-04,Customer
CONV000576,CUST009266,CAMP0054,05/25/2025,MQL
CONV000577,CUST009564,CAMP0138,2024-11-24,Opportunity
CONV000578,CUST002993,CAMP0215,2024-10-27,MQL
CONV000579,CUST006383,CAMP0071,05/24/2024,MQL
CONV000580,CUST001783,CAMP0175,06 May 2026,MQL
CONV000581,CUST003745,CAMP0155,15-06-2025,Opportunity
CONV000582,CUST009746,CAMP0207,20-11-2025,SQL
CONV000583,CUST002663,CAMP0181,01/16/2026,Customer
CONV000584,CUST009615,CAMP0080,2025-10-02,Opportunity
CONV000585,CUST009374,CAMP0006,2024-11-13,SQL
CONV000586,CUST009331,CAMP0116,02 Nov 2023,MQL
CONV000587,CUST006036,CAMP0099,2025-09-24,Opportunity
CONV000588,CUST002259,CAMP0191,2025-03-03,Lead
CONV000589,CUST007405,CAMP0185,2024-05-26,Customer
CONV000590,CUST002237,CAMP0206,2026-05-29,Opportunity
CONV000591,CUST000881,CAMP0037,2023-07-29,Customer
CONV000592,CUST002569,CAMP0051,,SQL
CONV000593,CUST004284,CAMP0174,12/14/2025,SQL
CONV000594,CUST009393,CAMP0200,2023-12-07,SQL
CONV000595,CUST000320,CAMP0091,2024-11-12,Lead
CONV000596,CUST008352,CAMP0066,2025-07-14,SQL
CONV000597,CUST002449,CAMP0184,2024-10-27,Opportunity
CONV000598,CUST002972,CAMP0045,24-09-2024,SQL
CONV000599,CUST000062,CAMP0102,16-10-2024,MQL
CONV000600,CUST008404,CAMP0103,08/14/2023,
CONV000601,CUST004236,CAMP0207,2025-01-04,MQL
CONV000602,CUST000636,CAMP0035,2026-06-25,Customer
CONV000603,CUST006058,CAMP0178,2024-09-01,SQL
CONV000604,CUST008242,CAMP0130,2025-01-15,Customer
CONV000605,CUST006854,CAMP0075,2024-07-10,Opportunity
CONV000606,CUST003934,CAMP0030,06/24/2024,SQL
CONV000607,CUST002205,CAMP0025,2024-12-12,Customer
CONV000608,CUST003299,CAMP0055,2023-09-23,MQL
CONV000609,CUST005955,CAMP0008,2023-04-04,Customer
CONV000610,CUST003814,CAMP0005,2024-11-23,SQL
CONV000611,CUST007977,CAMP0071,03/22/2024,Lead
CONV000612,CUST008381,CAMP0005,2024-02-08,Opportunity
CONV000613,CUST000423,CAMP0097,2026-04-17,Opportunity
CONV000614,CUST002678,CAMP0057,,SQL
CONV000615,CUST008097,CAMP0060,2024-11-06,Opportunity
CONV000616,CUST006692,CAMP0122,02-11-2025,MQL
CONV000617,CUST007881,CAMP0018,2025-02-19,SQL
CONV000618,CUST003471,CAMP0178,2026-07-07,SQL
CONV000619,CUST003134,CAMP0025,24-07-2026,Lead
CONV000620,CUST006851,CAMP0077,2023-11-06,Customer
CONV000621,CUST003836,CAMP0190,2023-05-23,Lead
CONV000622,CUST007152,CAMP0079,2025-05-22,Lead
CONV000623,CUST003253,CAMP0063,,MQL
CONV000624,CUST008496,CAMP0012,2025-12-07,Customer
CONV000625,CUST006126,CAMP0066,01/28/2026,MQL
CONV000626,CUST003682,CAMP0061,2026-07-30,Opportunity
CONV000627,CUST008523,CAMP0188,2023-12-24,Opportunity
CONV000628,CUST002973,CAMP0001,10/26/2024,Lead
CONV000629,CUST008829,CAMP0191,27-09-2025,SQL
CONV000630,CUST000814,CAMP0001,10 Sep 2024,Customer
CONV000631,CUST001499,CAMP0068,11/25/2023,Lead
CONV000632,CUST007054,CAMP0195,22 Oct 2025,SQL
CONV000633,CUST000094,CAMP0032,2024-04-26,Opportunity
CONV000634,CUST009695,CAMP0165,2023-04-23,Opportunity
CONV000635,CUST000863,CAMP0044,2024-12-26,SQL
CONV000636,CUST005412,CAMP0036,2025-09-03,MQL
CONV000637,CUST002118,CAMP0056,02/08/2024,SQL
CONV000638,CUST008831,CAMP0183,2023-10-27,SQL
CONV000639,CUST004790,CAMP0044,2025-06-15,MQL
CONV000640,CUST009531,CAMP0163,06/03/2025,Lead
CONV000641,CUST000875,CAMP0088,06/20/2023,SQL
CONV000642,CUST004321,CAMP0202,2025-02-15,SQL
CONV000643,CUST002423,CAMP0027,2025-05-17,Opportunity
CONV000644,CUST004031,CAMP0184,2025-01-18,SQL
CONV000645,CUST006101,CAMP0002,2024-11-13,Lead
CONV000646,CUST005313,CAMP0108,2025-11-06,SQL
CONV000647,CUST007274,CAMP0199,06-05-2024,Customer
CONV000648,CUST000374,CAMP0189,2026-01-03,Customer
CONV000649,CUST004249,CAMP0060,2025-06-01,Lead
CONV000650,CUST007706,CAMP0026,2026-05-18,Lead
CONV000651,CUST002139,CAMP0192,2025-07-18,Customer
CONV000652,CUST001408,CAMP0168,12/09/2025,Opportunity
CONV000653,CUST002017,CAMP0199,2026-07-27,Lead
CONV000654,CUST007437,CAMP0009,12 Aug 2025,Customer
CONV000655,CUST009076,CAMP0047,2025-01-01,SQL
CONV000656,CUST002792,CAMP0152,07/10/2026,Opportunity
CONV000657,CUST003949,CAMP0092,2025-01-24,Lead
CONV000658,CUST007638,CAMP0026,12 Feb 2025,SQL
CONV000659,CUST003107,CAMP0027,2026-03-20,Opportunity
CONV000660,CUST001788,CAMP0114,2025-02-22,MQL
CONV000661,CUST008730,CAMP0098,,SQL
CONV000662,CUST001460,CAMP0201,2023-02-22,Lead
CONV000663,CUST009973,CAMP0032,14-01-2024,
CONV000664,CUST007770,CAMP0151,,SQL
CONV000665,CUST002264,CAMP0125,21-02-2023,MQL
CONV000666,CUST000340,CAMP0214,2025-04-01,Customer
CONV000667,CUST005658,CAMP0118,2025-06-11,Customer
CONV000668,CUST006728,CAMP0142,2024-07-05,Opportunity
CONV000669,CUST009836,CAMP0156,2025-01-19,SQL
CONV000670,CUST002005,CAMP0067,10 Feb 2023,Opportunity
CONV000671,CUST009185,CAMP0029,26-06-2025,Opportunity
CONV000672,CUST000812,CAMP0175,2023-05-26,MQL
CONV000673,CUST006356,CAMP0140,15-07-2024,Opportunity
CONV000674,CUST001607,CAMP0065,2025-05-31,MQL
CONV000675,CUST000135,CAMP0018,2024-06-22,Lead
CONV000676,CUST007786,CAMP0103,2026-02-28,SQL
CONV000677,CUST006351,CAMP0155,2026-04-21,Customer
CONV000678,CUST009423,CAMP0160,2025-08-23,Opportunity
CONV000679,CUST006971,CAMP0143,2026-05-23,MQL
CONV000680,CUST007884,CAMP0139,2024-03-05,Lead
CONV000681,CUST008849,CAMP0074,05-03-2024,Customer
CONV000682,CUST003079,CAMP0079,2026-01-30,MQL
CONV000683,CUST005106,CAMP0060,01/13/2023,MQL
CONV000684,CUST001054,CAMP0089,,SQL
CONV000685,CUST001397,CAMP0094,05/14/2026,Lead
CONV000686,CUST008239,CAMP0105,2024-12-07,Opportunity
CONV000687,CUST002354,CAMP0032,07/19/2024,Opportunity
CONV000688,CUST004645,CAMP0217,07-01-2023,MQL
CONV000689,CUST009576,CAMP0161,2025-07-09,MQL
CONV000690,CUST005982,CAMP0156,2024-03-18,SQL
CONV000691,CUST005085,CAMP0101,2023-10-25,Customer
CONV000692,CUST005934,CAMP0015,2026-02-10,Customer
CONV000693,CUST008990,CAMP0167,2026-07-02,SQL
CONV000694,CUST005279,CAMP0023,10 Jul 2026,Lead
CONV000695,CUST008337,CAMP0026,2024-12-26,Lead
CONV000696,CUST001477,CAMP0071,2025-12-20,Lead
CONV000697,CUST008474,CAMP0058,2025-03-29,MQL
CONV000698,CUST001361,CAMP0080,2026-01-02,MQL
CONV000699,CUST008606,CAMP0174,,Customer
CONV000700,CUST000019,CAMP0091,06-12-2023,MQL
CONV000701,CUST006949,CAMP0164,04/12/2025,Customer
CONV000702,CUST001796,CAMP0075,2025-06-14,
CONV000703,CUST001807,CAMP0179,15-05-2026,Opportunity
CONV000704,CUST007698,CAMP0124,06-07-2023,MQL
CONV000705,CUST007221,CAMP0123,23-07-2026,Lead
CONV000706,CUST007766,CAMP0058,2024-05-07,Lead
CONV000707,CUST002117,CAMP0162,07-04-2026,SQL
CONV000708,CUST007866,CAMP0216,04/17/2025,MQL
CONV000709,CUST008061,CAMP0038,2023-05-09,Lead
CONV000710,CUST005800,CAMP0158,07/26/2026,SQL
CONV000711,CUST000826,CAMP0089,2023-08-27,Opportunity
CONV000712,CUST000313,CAMP0183,2024-03-24,MQL
CONV000713,CUST007649,CAMP0143,11-11-2023,Lead
CONV000714,CUST008330,CAMP0076,2026-05-10,Lead
CONV000715,CUST002259,CAMP0219,17-06-2023,SQL
CONV000716,CUST002881,CAMP0172,2024-07-23,Lead
CONV000717,CUST003533,CAMP0180,2025-06-27,Opportunity
CONV000718,CUST003723,CAMP0105,2024-10-14,Lead
CONV000719,CUST006482,CAMP0107,2023-04-02,SQL
CONV000720,CUST004227,CAMP0177,,Customer
CONV000721,CUST003087,CAMP0073,18-01-2024,Opportunity
CONV000722,CUST005103,CAMP0089,2026-05-25,MQL
CONV000723,CUST003455,CAMP0047,02/22/2025,Lead
CONV000724,CUST001573,CAMP0029,03/28/2023,Customer
CONV000725,CUST003678,CAMP0121,19-08-2025,SQL
CONV000726,CUST000129,CAMP0080,2025-07-22,MQL
CONV000727,CUST007091,CAMP0212,2023-03-11,SQL
CONV000728,CUST009945,CAMP0108,30-10-2025,Opportunity
CONV000729,CUST005909,CAMP0134,2025-10-16,Opportunity
CONV000730,CUST003522,CAMP0033,12/27/2025,MQL
CONV000731,CUST001533,CAMP0005,2025-03-02,MQL
CONV000732,CUST003590,CAMP0043,2023-06-27,SQL
CONV000733,CUST007059,CAMP0119,2024-09-02,MQL
CONV000734,CUST002197,CAMP0068,07/31/2026,Lead
CONV000735,CUST007643,CAMP0051,15 Feb 2026,Opportunity
CONV000736,CUST002618,CAMP0149,30 Jul 2026,Customer
CONV000737,CUST001441,CAMP0025,20-01-2026,Customer
CONV000738,CUST001178,CAMP0047,2025-05-17,Opportunity
CONV000739,CUST005345,CAMP0019,2024-10-23,MQL
CONV000740,CUST000813,CAMP0072,2023-03-02,SQL
CONV000741,CUST000933,CAMP0052,07/19/2023,MQL
CONV000742,CUST001225,CAMP0218,24-06-2026,MQL
CONV000743,CUST001821,CAMP0023,04/12/2024,Opportunity
CONV000744,CUST000363,CAMP0160,31-03-2024,Customer
CONV000745,CUST001278,CAMP0103,2025-06-13,MQL
CONV000746,CUST004146,CAMP0003,2025-02-04,Opportunity
CONV000747,CUST000198,CAMP0099,02/19/2026,SQL
CONV000748,CUST008692,CAMP0161,2024-01-25,Customer
CONV000749,CUST003335,CAMP0028,18 Dec 2024,Opportunity
CONV000750,CUST005963,CAMP0062,2023-04-18,Opportunity
CONV000751,CUST004575,CAMP0138,2023-01-11,Customer
CONV000752,CUST003254,CAMP0051,2023-02-25,Customer
CONV000753,CUST008815,CAMP0008,08-03-2024,Lead
CONV000754,CUST004263,CAMP0166,2023-11-12,MQL
CONV000755,CUST006209,CAMP0041,12-05-2025,SQL
CONV000756,CUST008043,CAMP0147,2023-02-22,SQL
CONV000757,CUST009468,CAMP0121,23-08-2024,SQL
CONV000758,CUST003601,CAMP0131,2025-10-21,Lead
CONV000759,CUST000038,CAMP0058,2024-11-19,SQL
CONV000760,CUST003764,CAMP0029,07/15/2026,Opportunity
CONV000761,CUST009385,CAMP0191,2025-06-14,Opportunity
CONV000762,CUST006213,CAMP0059,01/13/2024,Lead
CONV000763,CUST002354,CAMP0055,11/28/2023,SQL
CONV000764,CUST003604,CAMP0186,11/21/2023,Opportunity
CONV000765,CUST003485,CAMP0151,18-07-2024,Opportunity
CONV000766,CUST005227,CAMP0103,2026-03-01,Opportunity
CONV000767,CUST002781,CAMP0149,02-12-2024,MQL
CONV000768,CUST002818,CAMP0213,2024-06-08,Customer
CONV000769,CUST003470,CAMP0219,2024-10-29,Customer
CONV000770,CUST001931,CAMP0218,11/17/2023,SQL
CONV000771,CUST007972,CAMP0039,08-11-2024,MQL
CONV000772,CUST009502,CAMP0219,07/28/2026,Customer
CONV000773,CUST007615,CAMP0165,2025-09-08,MQL
CONV000774,CUST006717,CAMP0216,,Lead
CONV000775,CUST008982,CAMP0060,2023-08-26,SQL
CONV000776,CUST001286,CAMP0097,2023-08-25,MQL
CONV000777,CUST005411,CAMP0051,2024-10-10,Customer
CONV000778,CUST008986,CAMP0013,2024-07-19,MQL
CONV000779,CUST002954,CAMP0115,2026-07-08,Customer
CONV000780,CUST009804,CAMP0197,05/25/2025,Customer
CONV000781,CUST007870,CAMP0119,,MQL
CONV000782,CUST001198,CAMP0205,2024-07-06,SQL
CONV000783,CUST008437,CAMP0041,11/02/2023,
CONV000784,CUST001571,CAMP0041,2026-01-13,Lead
CONV000785,CUST009207,CAMP0147,,SQL
CONV000786,CUST002008,CAMP0159,10/09/2023,Opportunity
CONV000787,CUST004108,CAMP0202,2024-08-11,Customer
CONV000788,CUST000934,CAMP0121,04/20/2024,SQL
CONV000789,CUST009703,CAMP0170,2025-04-21,SQL
CONV000790,CUST000562,CAMP0217,04-06-2026,MQL
CONV000791,CUST002675,CAMP0032,2023-10-08,MQL
CONV000792,CUST001007,CAMP0130,09/26/2023,SQL
CONV000793,CUST003165,CAMP0103,02/14/2025,Customer
CONV000794,CUST009975,CAMP0122,2024-02-08,Customer
CONV000795,CUST009625,CAMP0194,2023-05-14,SQL
CONV000796,CUST000623,CAMP0036,27 May 2025,MQL
CONV000797,CUST004973,CAMP0048,,MQL
CONV000798,CUST008901,CAMP0033,27-01-2023,MQL
CONV000799,CUST001070,CAMP0039,06/24/2025,Lead
CONV000800,CUST002973,CAMP0147,2026-04-21,MQL
CONV000801,CUST005424,CAMP0006,19 Sep 2024,Opportunity
CONV000802,CUST007682,CAMP0213,02/03/2026,SQL
CONV000803,CUST003856,CAMP0146,10/27/2023,MQL
CONV000804,CUST001981,CAMP0014,03-01-2025,Opportunity
CONV000805,CUST007877,CAMP0030,2025-10-07,Customer
CONV000806,CUST000194,CAMP0097,25-11-2023,SQL
CONV000807,CUST007491,CAMP0123,2025-04-28,Customer
CONV000808,CUST004133,CAMP0192,11/14/2025,Customer
CONV000809,CUST008936,CAMP0054,2025-06-03,MQL
CONV000810,CUST000038,CAMP0172,,Lead
CONV000811,CUST003392,CAMP0077,20-04-2023,Lead
CONV000812,CUST000761,CAMP0207,2026-04-16,Lead
CONV000813,CUST005617,CAMP0218,17-01-2024,Lead
CONV000814,CUST002138,CAMP0044,,Customer
CONV000815,CUST006614,CAMP0193,07-10-2023,Opportunity
CONV000816,CUST000788,CAMP0021,2026-06-01,MQL
CONV000817,CUST001472,CAMP0201,2023-09-18,Lead
CONV000818,CUST001448,CAMP0051,28-04-2023,Customer
CONV000819,CUST003693,CAMP0176,11/28/2024,SQL
CONV000820,CUST007791,CAMP0208,19-01-2024,Lead
CONV000821,CUST001772,CAMP0087,21-05-2025,Customer
CONV000822,CUST002870,CAMP0041,11-01-2026,SQL
CONV000823,CUST003729,CAMP0088,02/01/2025,Customer
CONV000824,CUST004979,CAMP0129,05/14/2023,Opportunity
CONV000825,CUST005544,CAMP0213,2024-08-11,MQL
CONV000826,CUST007673,CAMP0107,10/11/2025,Opportunity
CONV000827,CUST005208,CAMP0095,2026-02-01,SQL
CONV000828,CUST008979,CAMP0017,2023-10-13,SQL
CONV000829,CUST001126,CAMP0153,2026-07-10,Opportunity
CONV000830,CUST007422,CAMP0176,27-11-2025,Opportunity
CONV000831,CUST009225,CAMP0158,2023-09-27,Lead
CONV000832,CUST008804,CAMP0023,2024-03-28,Customer
CONV000833,CUST002593,CAMP0094,2024-01-18,Customer
CONV000834,CUST002396,CAMP0128,2024-09-30,MQL
CONV000835,CUST004206,CAMP0214,2025-05-12,MQL
CONV000836,CUST001729,CAMP0014,2024-12-20,SQL
CONV000837,CUST004448,CAMP0066,01/07/2024,Lead
CONV000838,CUST001175,CAMP0040,2025-08-22,Opportunity
CONV000839,CUST007603,CAMP0099,2026-06-04,Customer
CONV000840,CUST005202,CAMP0121,2026-01-25,Customer
CONV000841,CUST006222,CAMP0197,2025-06-07,Opportunity
CONV000842,CUST006253,CAMP0044,30-08-2025,Opportunity
CONV000843,CUST004256,CAMP0092,05/21/2024,Lead
CONV000844,CUST002150,CAMP0081,10-12-2024,Lead
CONV000845,CUST002548,CAMP0144,2025-03-07,Lead
CONV000846,CUST005962,CAMP0173,2023-07-26,Opportunity
CONV000847,CUST002903,CAMP0087,2024-12-14,SQL
CONV000848,CUST004219,CAMP0061,29 May 2025,Opportunity
CONV000849,CUST005631,CAMP0047,03-01-2023,Customer
CONV000850,CUST009115,CAMP0028,2026-03-28,Opportunity
CONV000851,CUST006604,CAMP0207,2025-02-04,SQL
CONV000852,CUST007891,CAMP0116,18 Dec 2024,SQL
CONV000853,CUST004853,CAMP0013,2025-01-26,Customer
CONV000854,CUST009782,CAMP0036,2026-07-30,MQL
CONV000855,CUST001993,CAMP0126,2023-12-17,Lead
CONV000856,CUST003571,CAMP0173,05/12/2023,MQL
CONV000857,CUST009850,CAMP0010,2026-02-03,MQL
CONV000858,CUST008894,CAMP0189,2023-08-25,SQL
CONV000859,CUST005963,CAMP0041,2025-07-13,MQL
CONV000860,CUST008460,CAMP0069,20-07-2026,Opportunity
CONV000861,CUST009679,CAMP0124,2025-03-03,Opportunity
CONV000862,CUST000539,CAMP0213,2023-02-08,MQL
CONV000863,CUST004256,CAMP0142,21-10-2023,Lead
CONV000864,CUST000758,CAMP0121,2026-05-19,MQL
CONV000865,CUST002821,CAMP0093,2025-12-12,Opportunity
CONV000866,CUST002180,CAMP0087,,SQL
CONV000867,CUST000280,CAMP0038,24-01-2026,Lead
CONV000868,CUST005300,CAMP0068,2025-07-26,Opportunity
CONV000869,CUST009282,CAMP0166,2023-03-17,SQL
CONV000870,CUST009632,CAMP0113,2026-07-20,Customer
CONV000871,CUST001870,CAMP0009,10/13/2025,SQL
CONV000872,CUST005626,CAMP0220,2026-05-06,SQL
CONV000873,CUST010000,CAMP0102,,Opportunity
CONV000874,CUST008173,CAMP0080,2026-04-20,Opportunity
CONV000875,CUST006024,CAMP0190,02 Jun 2025,Customer
CONV000876,CUST003976,CAMP0060,2024-04-08,Lead
CONV000877,CUST002159,CAMP0083,01/31/2026,Customer
CONV000878,CUST002467,CAMP0138,2024-11-07,Customer
CONV000879,CUST004757,CAMP0098,19-09-2023,SQL
CONV000880,CUST005769,CAMP0056,26-08-2023,Lead
CONV000881,CUST001501,CAMP0148,08/27/2024,MQL
CONV000882,CUST007174,CAMP0050,,Opportunity
CONV000883,CUST000486,CAMP0125,2024-05-25,SQL
CONV000884,CUST002261,CAMP0015,05/23/2023,MQL
CONV000885,CUST006003,CAMP0113,2024-07-06,Opportunity
CONV000886,CUST006313,CAMP0095,2024-07-02,SQL
CONV000887,CUST005868,CAMP0210,21-05-2024,Opportunity
CONV000888,CUST006226,CAMP0159,2026-03-11,Lead
CONV000889,CUST001959,CAMP0096,2023-09-20,Lead
CONV000890,CUST008467,CAMP0084,2024-04-28,Customer
CONV000891,CUST008818,CAMP0172,22-03-2025,Opportunity
CONV000892,CUST008038,CAMP0197,2024-07-15,Customer
CONV000893,CUST007391,CAMP0166,2023-06-14,Customer
CONV000894,CUST008027,CAMP0123,2023-08-17,Customer
CONV000895,CUST000145,CAMP0169,2024-06-21,Lead
CONV000896,CUST000893,CAMP0197,2023-11-05,Opportunity
CONV000897,CUST005544,CAMP0169,11-10-2024,SQL
CONV000898,CUST008432,CAMP0020,30-07-2026,SQL
CONV000899,CUST003027,CAMP0103,07/16/2023,Customer
CONV000900,CUST005665,CAMP0207,2026-02-09,MQL
CONV000901,CUST006523,CAMP0066,2025-03-05,Lead
CONV000902,CUST004719,CAMP0167,08/04/2025,Lead
CONV000903,CUST001579,CAMP0123,2025-07-21,Customer
CONV000904,CUST008466,CAMP0067,22-05-2023,Customer
CONV000905,CUST001732,CAMP0148,2023-07-04,Customer
CONV000906,CUST006474,CAMP0010,2026-03-26,Opportunity
CONV000907,CUST001754,CAMP0171,11/12/2025,Lead
CONV000908,CUST007996,CAMP0178,26 May 2023,Lead
CONV000909,CUST002118,CAMP0174,2024-05-28,Lead
CONV000910,CUST001893,CAMP0193,04/06/2023,SQL
CONV000911,CUST009361,CAMP0026,2025-03-22,Opportunity
CONV000912,CUST002187,CAMP0036,,Customer
CONV000913,CUST001624,CAMP0034,29 May 2025,MQL
CONV000914,CUST006356,CAMP0128,2026-03-28,Lead
CONV000915,CUST004428,CAMP0143,2023-12-25,SQL
CONV000916,CUST000005,CAMP0060,30-01-2026,MQL
CONV000917,CUST008260,CAMP0108,2024-12-06,MQL
CONV000918,CUST005795,CAMP0132,2026-06-15,SQL
CONV000919,CUST007514,CAMP0220,,Customer
CONV000920,CUST001354,CAMP0009,22-02-2026,SQL
CONV000921,CUST000630,CAMP0051,14 Jun 2026,Customer
CONV000922,CUST009819,CAMP0176,,Opportunity
CONV000923,CUST004144,CAMP0180,08/30/2025,Opportunity
CONV000924,CUST009864,CAMP0203,2025-08-24,MQL
